queryId,groundTruthEntityIds,firstName,lastName,groundTruthFullName,searchPhrase
NS-LAT-SLAV-33-039,null,Yefim Lukich,RESHETILO,null,RESHETILO Yefim Lukich
NS-LAT-SLAV-33-040,null,Tikhon Davydovich,VZDORNOV,null,VZDORNOV Tikhon Davydovich
NS-LAT-SLAV-33-041,null,Yermolay Ustinovich,ZHULEV,null,ZHULEV Yermolay Ustinovich
NS-LAT-SLAV-33-042,null,Gordey Avksentyevich,TVOROGOV,null,TVOROGOV Gordey Avksentyevich
NS-LAT-SLAV-33-043,null,Gavriil Demyanovich,SHCHEGLOV,null,SHCHEGLOV Gavriil Demyanovich
NS-LAT-SLAV-33-044,null,Klavdiya Nestorovna,KHVOSHCHEVA,null,KHVOSHCHEVA Klavdiya Nestorovna
NS-LAT-SLAV-33-045,null,Gavriil Arkhipovich,SHEPTUNOV,null,SHEPTUNOV Gavriil Arkhipovich
NS-LAT-SLAV-33-046,null,Pamfil Kiryanovich,TSAPLIN,null,TSAPLIN Pamfil Kiryanovich
NS-LAT-SLAV-33-047,null,Varlaam Filaretovich,YAGUZHINSKIY,null,YAGUZHINSKIY Varlaam Filaretovich
NS-LAT-SLAV-33-048,null,Kassian Parfenovich,SHCHUKAREV,null,SHCHUKAREV Kassian Parfenovich
NS-LAT-SLAV-33-049,null,Zakhar Sevastyanovich,MYAKISHEV,null,MYAKISHEV Zakhar Sevastyanovich
NS-LAT-SLAV-33-050,null,Gayana Yefimovna,KARASEVA,null,KARASEVA Gayana Yefimovna
NS-LAT-SLAV-33-051,null,Miron Makarovich,SHIBANOV,null,SHIBANOV Miron Makarovich
NS-LAT-SLAV-33-052,null,Glikeriya Trofimovna,TSAPLINA,null,TSAPLINA Glikeriya Trofimovna
NS-LAT-SLAV-33-053,null,Varvara Kharitonovna,ZHELUDKOVA,null,ZHELUDKOVA Varvara Kharitonovna
NS-LAT-SLAV-33-054,null,Ustin Parfenovich,KHOMUTININ,null,KHOMUTININ Ustin Parfenovich
NS-LAT-SLAV-33-055,null,Sidor Mironovich,KARASEV,null,KARASEV Sidor Mironovich
NS-LAT-SLAV-33-056,null,Lukerya Mitrofanovna,ZHERDEVA,null,ZHERDEVA Lukerya Mitrofanovna
NS-LAT-SLAV-33-057,null,Marfa Orestovna,SVERBEYEVA,null,SVERBEYEVA Marfa Orestovna
NS-LAT-SLAV-33-058,null,Frol Filaretovich,RASTOPCHIN,null,RASTOPCHIN Frol Filaretovich
NS-LAT-SLAV-33-059,null,Iustina Zakharovna,USANOVA,null,USANOVA Iustina Zakharovna
NS-LAT-SLAV-33-060,null,Onufriy Trofimovich,ZHERDEV,null,ZHERDEV Onufriy Trofimovich
NS-LAT-SLAV-33-061,null,Zoya Avksentyevna,LUKOYANOVA,null,LUKOYANOVA Zoya Avksentyevna
NS-LAT-SLAV-33-062,null,Kiryan Tarasovich,BRYUZGIN,null,BRYUZGIN Kiryan Tarasovich
NS-LAT-SLAV-33-063,null,Melaniya Terentyevna,ZYBINA,null,ZYBINA Melaniya Terentyevna
NS-LAT-SLAV-33-064,null,Apollinariya Kharitonovna,CHESNOKOVA,null,CHESNOKOVA Apollinariya Kharitonovna
NS-LAT-SLAV-33-065,null,Praskovya Kondratovna,CHEREMUKHINA,null,CHEREMUKHINA Praskovya Kondratovna
NS-LAT-SLAV-33-066,null,Demyan Varlaamovich,KHRULEV,null,KHRULEV Demyan Varlaamovich
NS-LAT-SLAV-33-067,null,Yermolay Leontyevich,MENSHAGIN,null,MENSHAGIN Yermolay Leontyevich
NS-LAT-SLAV-33-068,null,Demyan Samsonovich,TSAREGORODTSEV,null,TSAREGORODTSEV Demyan Samsonovich
NS-LAT-SLAV-33-069,null,Pelageya Trofimovna,SHCHAPOVA,null,SHCHAPOVA Pelageya Trofimovna
NS-LAT-SLAV-33-070,null,Gelasiy Fotyevich,OVSYANNIKOV,null,OVSYANNIKOV Gelasiy Fotyevich
NS-LAT-SLAV-33-071,null,Samson Parfenovich,KHVOSHCHEV,null,KHVOSHCHEV Samson Parfenovich
NS-LAT-SLAV-33-072,null,Yuliana Germogenovna,CHEBYKINA,null,CHEBYKINA Yuliana Germogenovna
NS-LAT-SLAV-33-073,null,Feofan Yefimovich,KOKOSHKIN,null,KOKOSHKIN Feofan Yefimovich
NS-LAT-SLAV-33-074,null,Serafima Feofanovna,RASTOPCHINA,null,RASTOPCHINA Serafima Feofanovna
NS-LAT-SLAV-33-075,null,Markel Mitrofanovich,RUKAVISHNIKOV,null,RUKAVISHNIKOV Markel Mitrofanovich
NS-LAT-SLAV-33-076,null,Matrena Trofimovna,ZHURBENKO,null,ZHURBENKO Matrena Trofimovna
NS-LAT-SLAV-33-077,null,Pulkheriya Sevastyanovna,ZHMYKHOVA,null,ZHMYKHOVA Pulkheriya Sevastyanovna
NS-LAT-SLAV-33-078,null,Illarion Mironovich,VAKHRUSHEV,null,VAKHRUSHEV Illarion Mironovich
NS-LAT-SLAV-33-079,null,Vassa Avksentyevna,BRYUZGINA,null,BRYUZGINA Vassa Avksentyevna
NS-LAT-SLAV-33-080,null,Minodora Kondratovna,CHALDONOVA,null,CHALDONOVA Minodora Kondratovna
NS-LAT-SLAV-33-081,null,Anisim Trofimovich,LYZLOV,null,LYZLOV Anisim Trofimovich
NS-LAT-SLAV-33-082,null,Yermolay Samsonovich,URUSOV,null,URUSOV Yermolay Samsonovich
NS-LAT-SLAV-33-083,null,Gavriil Lukich,ZHURBENKO,null,ZHURBENKO Gavriil Lukich
NS-LAT-SLAV-33-084,null,Sevastyan Panteleyevich,SHCHERBAKOV,null,SHCHERBAKOV Sevastyan Panteleyevich
NS-LAT-SLAV-33-085,null,Trifon Nazarovich,KHABIBULLOV,null,KHABIBULLOV Trifon Nazarovich
NS-LAT-SLAV-33-086,null,Ostap Sevastyanovich,PERESVETOV,null,PERESVETOV Ostap Sevastyanovich
NS-LAT-SLAV-33-087,null,Longin Arkhipovich,MZHELSKIY,null,MZHELSKIY Longin Arkhipovich
NS-LAT-SLAV-33-088,null,Guriy Germogenovich,TETERKIN,null,TETERKIN Guriy Germogenovich
NS-LAT-SLAV-33-089,null,Gavriil Leontyevich,ZYBIN,null,ZYBIN Gavriil Leontyevich
NS-LAT-SLAV-33-090,null,Yemelyan Davydovich,YUDASHKIN,null,YUDASHKIN Yemelyan Davydovich
NS-LAT-SLAV-33-091,null,Vlas Kharitonovich,ZYUZIN,null,ZYUZIN Vlas Kharitonovich
NS-LAT-SLAV-33-092,null,Drosida Dementyevna,KHORKOVA,null,KHORKOVA Drosida Dementyevna
NS-LAT-SLAV-33-093,null,Gelasiy Nazarovich,FOFANOV,null,FOFANOV Gelasiy Nazarovich
NS-LAT-SLAV-33-094,null,Samson Germogenovich,UKHTOMSKIY,null,UKHTOMSKIY Samson Germogenovich
NS-LAT-SLAV-33-095,null,Anisim Agafonovich,SVERBEYEV,null,SVERBEYEV Anisim Agafonovich
NS-LAT-SLAV-33-096,null,Melaniya Prokopovna,KORYTOVA,null,KORYTOVA Melaniya Prokopovna
NS-LAT-SLAV-33-097,null,Kaleriya Avvakumovna,IZYUMOVA,null,IZYUMOVA Kaleriya Avvakumovna
NS-LAT-SLAV-33-098,null,Innokentiy Fomich,LUKOYANOV,null,LUKOYANOV Innokentiy Fomich
NS-LAT-SLAV-33-099,null,Avksentiy Yemelyanovich,CHEBOTOV,null,CHEBOTOV Avksentiy Yemelyanovich
NS-LAT-SLAV-33-100,null,Karp Pamfilovich,VYUNOV,null,VYUNOV Karp Pamfilovich
NS-LAT-SLAV-33-101,null,Marfa Dorofeyevna,ZHELUDKOVA,null,ZHELUDKOVA Marfa Dorofeyevna
NS-LAT-SLAV-33-102,null,Klavdiya Germogenovna,KHRULEVA,null,KHRULEVA Klavdiya Germogenovna
NS-LAT-SLAV-33-103,null,Zinoviy Provich,SHUMAKOV,null,SHUMAKOV Zinoviy Provich
NS-LAT-SLAV-33-104,null,Marfa Vlasovna,SHUMAKOVA,null,SHUMAKOVA Marfa Vlasovna
NS-LAT-SLAV-33-105,null,Olimpiada Adrianovna,SHASTUNOVA,null,SHASTUNOVA Olimpiada Adrianovna
NS-LAT-SLAV-33-106,null,Savva Yeliseyevich,KHLYZOV,null,KHLYZOV Savva Yeliseyevich
NS-LAT-SLAV-33-107,null,Anfisa Sidorovna,SMETANINA,null,SMETANINA Anfisa Sidorovna
NS-LAT-SLAV-33-108,null,Solomonida Sysoyevna,BALAKIREVA,null,BALAKIREVA Solomonida Sysoyevna
NS-LAT-SLAV-33-109,null,Yefim Fomich,SYROMYATNIKOV,null,SYROMYATNIKOV Yefim Fomich
NS-LAT-SLAV-33-110,null,Timofey Adrianovich,OPENKIN,null,OPENKIN Timofey Adrianovich
NS-LAT-SLAV-33-111,null,Karp Yeliseyevich,USANOV,null,USANOV Karp Yeliseyevich
NS-LAT-SLAV-33-112,null,Anfisa Ignatovna,MESHCHERYAKOVA,null,MESHCHERYAKOVA Anfisa Ignatovna
NS-LAT-SLAV-33-113,null,Fadey Pamfilovich,PERFILYEV,null,PERFILYEV Fadey Pamfilovich
NS-LAT-SLAV-33-114,null,Erast Germogenovich,NECHUY,null,NECHUY Erast Germogenovich
NS-LAT-SLAV-33-115,null,Pafnutiy Ustinovich,LOSKUTOV,null,LOSKUTOV Pafnutiy Ustinovich
NS-LAT-SLAV-33-116,null,Pamfil Fadeyevich,CHESNOKOV,null,CHESNOKOV Pamfil Fadeyevich
NS-LAT-SLAV-33-117,null,Domna Pamfilovna,SHIBANOVA,null,SHIBANOVA Domna Pamfilovna
NS-LAT-SLAV-33-118,null,Sevastyan Leontyevich,ZHELUDKOV,null,ZHELUDKOV Sevastyan Leontyevich
NS-LAT-SLAV-33-119,null,Spiridon Avksentyevich,IZYUMOV,null,IZYUMOV Spiridon Avksentyevich
NS-LAT-SLAV-33-120,null,Averkiy Yeremeyevich,TSYBULENKO,null,TSYBULENKO Averkiy Yeremeyevich
NS-LAT-SLAV-33-121,null,Vikentiy Fomich,CHUBAROV,null,CHUBAROV Vikentiy Fomich
NS-LAT-SLAV-33-122,null,Lampiya Vlasovna,ZHIGULEVA,null,ZHIGULEVA Lampiya Vlasovna
NS-LAT-SLAV-33-123,null,Germogen Orestovich,TSETSERIN,null,TSETSERIN Germogen Orestovich
NS-LAT-SLAV-33-124,null,Gavriil Yakovlevich,ZHIGULEV,null,ZHIGULEV Gavriil Yakovlevich
NS-LAT-SLAV-33-125,null,Yefim Fadeyevich,SUKHOZHILOV,null,SUKHOZHILOV Yefim Fadeyevich
NS-LAT-SLAV-33-126,null,Agafya Gordeyevna,SHCHERBANYUK,null,SHCHERBANYUK Agafya Gordeyevna
NS-LAT-SLAV-33-127,null,Vikentiy Illarionovich,CHICHAGIN,null,CHICHAGIN Vikentiy Illarionovich
NS-LAT-SLAV-33-128,null,Guriy Nestorovich,PRISHVIN,null,PRISHVIN Guriy Nestorovich
NS-LAT-SLAV-33-129,null,Anisim Vlasovich,TULUPOV,null,TULUPOV Anisim Vlasovich
NS-LAT-SLAV-33-130,null,Davyd Dementyevich,CHALDONOV,null,CHALDONOV Davyd Dementyevich
NS-LAT-SLAV-33-131,null,Makar Yemelyanovich,TOLBUKHIN,null,TOLBUKHIN Makar Yemelyanovich
NS-LAT-SLAV-33-132,null,Nenila Davydovna,YERSHANOVA,null,YERSHANOVA Nenila Davydovna
NS-LAT-SLAV-33-133,null,Kapiton Makarovich,KHORKOV,null,KHORKOV Kapiton Makarovich
NS-LAT-SLAV-33-134,null,Genovefa Zosimichna,TSYBULENKO,null,TSYBULENKO Genovefa Zosimichna
NS-LAT-SLAV-33-135,null,Taisiya Leontyevna,PUZANOVA,null,PUZANOVA Taisiya Leontyevna
NS-LAT-SLAV-33-136,null,Onufriy Samsonovich,YERSHANOV,null,YERSHANOV Onufriy Samsonovich
NS-LAT-SLAV-33-137,null,Demyan Germogenovich,MARKELOV,null,MARKELOV Demyan Germogenovich
NS-LAT-SLAV-33-138,null,Vonifatiy Savelyevich,CHEREMUKHIN,null,CHEREMUKHIN Vonifatiy Savelyevich
NS-LAT-SLAV-33-139,null,Polikarp Gavrilovich,PUZANOV,null,PUZANOV Polikarp Gavrilovich
NS-LAT-SLAV-33-140,null,Foka Agafonovich,DROBYSHEV,null,DROBYSHEV Foka Agafonovich
NS-LAT-SLAV-33-141,null,Kharitina Mitrofanovna,KHOMUTININA,null,KHOMUTININA Kharitina Mitrofanovna
NS-LAT-SLAV-33-142,null,Varvara Fotyevna,SHCHEGLOVA,null,SHCHEGLOVA Varvara Fotyevna
NS-LAT-SLAV-33-143,null,Kaleriya Stepanovna,PYZHOVA,null,PYZHOVA Kaleriya Stepanovna
NS-LAT-SLAV-33-144,null,Yemelyan Yeremeyevich,OGRYZKOV,null,OGRYZKOV Yemelyan Yeremeyevich
NS-LAT-SLAV-33-145,null,Zakhar Pamfilovich,PYZHOV,null,PYZHOV Zakhar Pamfilovich
NS-LAT-SLAV-33-146,null,Stepanida Parfenovna,TSAREGORODTSEVA,null,TSAREGORODTSEVA Stepanida Parfenovna
NS-LAT-SLAV-33-147,null,Illarion Parfenovich,OKOEMOV,null,OKOEMOV Illarion Parfenovich
NS-LAT-SLAV-33-148,null,Yevgraf Germogenovich,NELYUBIN,null,NELYUBIN Yevgraf Germogenovich
NS-LAT-SLAV-33-149,null,Gayana Lukinichna,SYROMYATNIKOVA,null,SYROMYATNIKOVA Gayana Lukinichna
NS-LAT-SLAV-33-150,null,Genovefa Zosimichna,PERFILYEVA,null,PERFILYEVA Genovefa Zosimichna
